Start_Aired,Genres,count
1991-08-30,Adventure,1
1991-09-01,Adventure,1
1991-09-06,Comedy,1
1991-09-14,Comedy,1
1991-09-14, Drama,1
1991-09-14, Sci-Fi,1
1991-09-16,Action,1
1991-09-16, Fantasy,1
1991-09-21,Adventure,1
1991-09-21, Fantasy,1
1991-09-27, Sci-Fi,2
1991-09-27,Action,2
1991-09-27, Adventure,1
1991-09-27, Comedy,1
1991-09-27,Horror,1
1991-09-27,Unknown,1
1991-09-27,Comedy,1
1991-09-27, Drama,1
1991-09-27, Supernatural,1
1991-09-27, Fantasy,1
1991-10-02,Unknown,1
1991-10-03, Mystery,1
1991-10-03,Comedy,1
1991-10-04, Comedy,1
1991-10-04, Sci-Fi,1
1991-10-04,Action,1
1991-10-06, Comedy,1
1991-10-06, Sports,1
1991-10-06,Action,1
1991-10-10, Fantasy,1
1991-10-10, Slice of Life,1
1991-10-10, Sports,1
1991-10-10,Action,1
1991-10-10,Adventure,1
1991-10-14, Sports,1
1991-10-14,Comedy,1
1991-10-17, Comedy,1
1991-10-17, Fantasy,1
1991-10-17,Adventure,1
1991-10-18, Adventure,1
1991-10-18,Action,1
1991-10-19,Comedy,2
1991-10-19, Drama,1
1991-10-21,Action,2
1991-10-21, Drama,2
1991-10-21, Suspense,1
1991-10-21, Romance,1
1991-10-24, Sci-Fi,2
1991-10-24, Adventure,1
1991-10-24, Horror,1
1991-10-24, Drama,1
1991-10-24,Action,1
1991-10-24,Comedy,1
1991-10-25,Action,1
1991-10-25,Sports,1
1991-10-25, Hentai,1
1991-10-25, Fantasy,1
1991-11-01, Comedy,1
1991-11-01, Fantasy,1
1991-11-01,Action,1
1991-11-01,Comedy,1
1991-11-02,Comedy,1
1991-11-02, Comedy,1
1991-11-02, Sci-Fi,1
1991-11-02,Adventure,1
1991-11-08,Drama,1
1991-11-09,Slice of Life,1
1991-11-16,Sci-Fi,1
1991-11-17,Unknown,1
1991-11-20, Adventure,1
1991-11-20, Fantasy,1
1991-11-20,Action,1
1991-11-21,Drama,1
1991-11-21, Fantasy,1
1991-11-21, Romance,1
1991-11-21,Action,1
1991-11-21,Fantasy,1
1991-11-22, Supernatural,2
1991-11-22, Slice of Life,1
1991-11-22, Drama,1
1991-11-22, Romance,1
1991-11-22, Sci-Fi,1
1991-11-22, Suspense,1
1991-11-22,Action,1
1991-11-22,Comedy,1
1991-11-28,Action,1
1991-11-28, Horror,1
1991-11-28, Supernatural,1
1991-11-29, Sci-Fi,1
1991-11-29,Action,1
1991-12-01, Slice of Life,1
1991-12-01,Action,1
1991-12-01,Adventure,1
1991-12-01,Drama,1
1991-12-01, Mystery,1
1991-12-01, Romance,1
1991-12-01, Sci-Fi,1
1991-12-01, Fantasy,1
1991-12-02,Unknown,1
1991-12-04, Drama,1
1991-12-04,Adventure,1
1991-12-05, Ecchi,1
1991-12-05,Comedy,1
1991-12-13,Comedy,1
1991-12-13,Action,1
1991-12-13, Ecchi,1
1991-12-13, Comedy,1
1991-12-14, Mystery,1
1991-12-14, Romance,1
1991-12-14,Fantasy,1
1991-12-21,Hentai,1
1991-12-27, Hentai,1
1991-12-27,Romance,1
1991-12-30,Unknown,1
1992-01-01,Unknown,19
1992-01-01,Comedy,4
1992-01-01,Drama,4
1992-01-01,Fantasy,4
1992-01-01,Adventure,3
1992-01-01,Action,3
1992-01-01, Sci-Fi,3
1992-01-01, Drama,2
1992-01-01,Avant Garde,2
1992-01-01,Slice of Life,1
1992-01-01,Romance,1
1992-01-01,Suspense,1
1992-01-01, Fantasy,1
1992-01-01, Mystery,1
1992-01-01, Supernatural,1
1992-01-01, Adventure,1
1992-01-01, Comedy,1
1992-01-03,Unknown,1
1992-01-07,Action,1
1992-01-07, Mystery,1
1992-01-10, Drama,1
1992-01-10, Hentai,1
1992-01-10,Comedy,1
1992-01-10, Sci-Fi,1
1992-01-10,Romance,1
1992-01-12, Drama,1
1992-01-12,Adventure,1
1992-01-15,Unknown,1
1992-01-21,Romance,1
1992-01-23,Unknown,1
1992-01-25,Unknown,1
1992-01-28, Adventure,1
1992-01-28, Comedy,1
1992-01-28, Fantasy,1
1992-01-28,Action,1
1992-02-03, Fantasy,1
1992-02-03,Adventure,1
1992-02-04,Romance,1
1992-02-08,Sci-Fi,1
1992-02-10, Comedy,1
1992-02-10,Action,1
1992-02-11,Romance,1
1992-02-11, Sports,1
1992-02-18,Action,1
1992-02-18, Adventure,1
1992-02-18, Drama,1
1992-02-18, Romance,1
1992-02-18, Sci-Fi,1
1992-02-21, Ecchi,1
1992-02-21,Comedy,1
1992-03-07, Fantasy,3
1992-03-07, Comedy,3
1992-03-07, Adventure,2
1992-03-07,Adventure,2
1992-03-07,Action,2
1992-03-07, Sci-Fi,2
1992-03-07, Ecchi,1
1992-03-07,Comedy,1
1992-03-07,Romance,1
1992-03-10,Drama,1
1992-03-13,Action,1
1992-03-13, Comedy,1
1992-03-14, Fantasy,2
1992-03-14,Comedy,2
1992-03-18,Romance,1
1992-03-18, Sci-Fi,1
1992-03-20, Slice of Life,1
1992-03-20,Drama,1
1992-03-21, Sci-Fi,1
1992-03-21,Action,1
1992-03-21,Romance,1
1992-03-27,Action,1
1992-03-27,Comedy,1
1992-03-27, Sci-Fi,1
1992-03-27, Romance,1
1992-03-27, Fantasy,1
1992-03-27, Comedy,1
1992-03-27, Drama,1
1992-03-27, Ecchi,1
1992-03-30, Slice of Life,1
1992-03-30,Comedy,1
1992-04-01,Unknown,4
1992-04-01,Adventure,2
1992-04-01,Fantasy,1
1992-04-01, Fantasy,1
1992-04-03, Comedy,1
1992-04-03,Adventure,1
1992-04-05, Sci-Fi,1
1992-04-05,Action,1
1992-04-05, Adventure,1
1992-04-06,Unknown,2
1992-04-06,Slice of Life,1
1992-04-07, Drama,1
1992-04-07, Slice of Life,1
1992-04-07,Adventure,1
1992-04-07,Comedy,1
1992-04-08, Comedy,1
1992-04-08, Sci-Fi,1
1992-04-08,Action,1
1992-04-09, Gourmet,1
1992-04-09,Comedy,1
1992-04-10,Hentai,1
1992-04-13,Comedy,1
1992-04-13, Ecchi,1
1992-04-14,Sports,1
1992-04-17,Adventure,1
1992-04-17, Fantasy,1
1992-04-21, Romance,1
1992-04-21, Sci-Fi,1
1992-04-21,Action,1
1992-04-22,Action,1
1992-04-22, Adventure,1
1992-04-22, Fantasy,1
1992-04-22, Sci-Fi,1
1992-04-22,Unknown,1
1992-04-23,Sports,1
1992-04-24, Comedy,1
1992-04-24,Unknown,1
1992-04-24, Hentai,1
1992-04-24, Romance,1
1992-04-24, Supernatural,1
1992-04-24,Action,1
1992-04-25,Drama,1
1992-04-25,Action,1
1992-04-25, Comedy,1
1992-04-25, Slice of Life,1
1992-05-01, Ecchi,1
1992-05-01,Comedy,1
1992-05-01,Unknown,1
1992-05-02, Comedy,1
1992-05-02, Fantasy,1
1992-05-02, Horror,1
1992-05-02, Supernatural,1
1992-05-02,Adventure,1
1992-05-02,Drama,1
1992-05-17, Sci-Fi,1
1992-05-17,Adventure,1
1992-05-17, Comedy,1
1992-05-17, Fantasy,1
1992-05-21, Sci-Fi,1
1992-05-21,Adventure,1
1992-05-21,Romance,1
1992-06-01, Drama,1
1992-06-01, Slice of Life,1
1992-06-01,Adventure,1
1992-06-01,Unknown,1
1992-06-02,Unknown,1
1992-06-03,Romance,1
1992-06-03, Sci-Fi,1
1992-06-07,Fantasy,1
1992-06-21,Drama,1
1992-06-25,Comedy,2
1992-06-25,Action,2
1992-06-25, Romance,1
1992-06-25, Adventure,1
1992-06-25, Comedy,1
1992-06-25, Drama,1
1992-06-26,Hentai,1
1992-07-01,Action,2
1992-07-01, Fantasy,2
1992-07-01, Comedy,1
1992-07-01, Adventure,1
1992-07-01,Drama,1
1992-07-01, Supernatural,1
1992-07-03,Drama,1
1992-07-03, Romance,1
1992-07-04,Adventure,1
1992-07-05,Comedy,1
1992-07-11, Adventure,2
1992-07-11,Action,2
1992-07-11, Fantasy,2
1992-07-11,Comedy,1
1992-07-11,Drama,1
1992-07-11, Comedy,1
1992-07-11, Sci-Fi,1
1992-07-11, Sports,1
1992-07-11, Drama,1
1992-07-18,Action,2
1992-07-18, Fantasy,2
1992-07-18, Adventure,2
1992-07-18, Drama,1
1992-07-18, Comedy,1
1992-07-18, Romance,1
1992-07-18, Sci-Fi,1
1992-07-18, Supernatural,1
1992-07-18,Adventure,1
1992-07-21,Fantasy,4
1992-07-21, Horror,1
1992-07-21, Hentai,1
1992-07-21, Fantasy,1
1992-07-21, Mystery,1
1992-07-21, Comedy,1
1992-07-21, Drama,1
1992-07-21,Action,1
1992-07-21,Adventure,1
1992-07-21, Sports,1
1992-07-21,Comedy,1
1992-07-22, Slice of Life,1
1992-07-22,Comedy,1
1992-07-22, Drama,1
1992-07-22, Mystery,1
1992-07-22, Romance,1
1992-07-23, Drama,1
1992-07-23, Sci-Fi,1
1992-07-23,Comedy,1
1992-07-23,Action,1
1992-07-23,Adventure,1
1992-07-24, Adventure,2
1992-07-24,Action,2
1992-07-24, Drama,1
1992-07-24, Mystery,1
1992-07-24, Comedy,1
1992-07-29,Boys Love,1
1992-07-29, Erotica,1
1992-07-29, Drama,1
1992-07-29, Romance,1
1992-07-29, Sports,1
1992-08-01,Boys Love,1
1992-08-01,Comedy,1
1992-08-01,Unknown,1
1992-08-01,Adventure,1
1992-08-01, Sci-Fi,1
1992-08-01, Slice of Life,1
1992-08-01, Sports,1
1992-08-01,Action,1
1992-08-01, Drama,1
1992-08-01, Erotica,1
1992-08-01, Romance,1
1992-08-01, Comedy,1
1992-08-02,Unknown,1
1992-08-04,Unknown,1
1992-08-05, Sci-Fi,1
1992-08-05, Sports,1
1992-08-05,Action,1
1992-08-05,Romance,1
1992-08-08,Adventure,3
1992-08-08, Fantasy,2
1992-08-08, Comedy,1
1992-08-16,Comedy,1
1992-08-16, Ecchi,1
1992-08-21,Fantasy,1
1992-08-21, Ecchi,1
1992-08-21,Comedy,1
1992-08-24,Adventure,1
1992-08-24, Fantasy,1
1992-08-24, Comedy,1
1992-08-25, Comedy,1
1992-08-25, Ecchi,1
1992-08-25, Fantasy,1
1992-08-25, Romance,1
1992-08-25,Horror,1
1992-08-25, Adventure,1
1992-08-25,Action,1
1992-08-28, Drama,1
1992-08-28, Sci-Fi,1
1992-08-28,Action,1
1992-08-29, Adventure,1
1992-08-29, Sci-Fi,1
1992-08-29,Action,1
1992-08-30,Comedy,1
1992-08-30, Slice of Life,1
1992-09-01, Mystery,1
1992-09-01,Drama,1
1992-09-04, Comedy,1
1992-09-04, Ecchi,1
1992-09-04,Action,1
1992-09-05,Unknown,1
1992-09-11,Action,1
1992-09-11, Horror,1
1992-09-11, Comedy,1
1992-09-14,Action,1
1992-09-14, Adventure,1
1992-09-14, Comedy,1
1992-09-21,Fantasy,2
1992-09-21,Sci-Fi,1
1992-09-21,Unknown,1
1992-09-25, Comedy,1
1992-09-25, Sci-Fi,1
1992-09-25,Action,1
1992-09-25,Sci-Fi,1
1992-09-30,Adventure,1
1992-09-30,Sci-Fi,1
1992-09-30, Fantasy,1
1992-10-01, Horror,1
1992-10-01, Sci-Fi,1
1992-10-01,Comedy,1
1992-10-01,Fantasy,1
1992-10-01, Hentai,1
1992-10-02, Romance,1
1992-10-02,Comedy,1
1992-10-02, Fantasy,1
1992-10-03,Comedy,1
1992-10-04,Comedy,1
1992-10-04, Drama,1
1992-10-04, Romance,1
1992-10-04, Slice of Life,1
1992-10-05, Sci-Fi,1
1992-10-05,Adventure,1
1992-10-05,Unknown,1
1992-10-09,Comedy,1
1992-10-10, Comedy,2
1992-10-10,Action,1
1992-10-10,Adventure,1
1992-10-10,Drama,1
1992-10-10, Supernatural,1
1992-10-15,Comedy,1
1992-10-15,Drama,1
1992-10-16, Romance,1
1992-10-16, Slice of Life,1
1992-10-16,Comedy,1
1992-10-19, Slice of Life,1
1992-10-19,Comedy,1
1992-10-21,Action,2
1992-10-21, Mystery,1
1992-10-21, Fantasy,1
1992-10-21, Sci-Fi,1
1992-10-21, Supernatural,1
1992-10-21, Comedy,1
1992-10-21,Adventure,1
1992-10-21,Horror,1
1992-10-23, Fantasy,1
1992-10-23,Adventure,1
1992-10-25, Comedy,1
1992-10-25,Action,1
1992-10-28,Comedy,1
1992-11-01,Fantasy,4
1992-11-01, Sci-Fi,1
1992-11-01,Comedy,1
1992-11-01,Drama,1
1992-11-01,Unknown,1
1992-11-14, Sci-Fi,1
1992-11-14,Horror,1
1992-11-21,Action,2
1992-11-21, Sci-Fi,1
1992-11-21,Sci-Fi,1
1992-11-21, Fantasy,1
1992-11-21, Comedy,1
1992-11-21, Adventure,1
1992-11-25, Drama,1
1992-11-25, Sci-Fi,1
1992-11-25,Adventure,1
1992-11-26,Fantasy,1
1992-11-27,Fantasy,1
1992-11-27, Supernatural,1
1992-11-28,Adventure,1
1992-12-01,Unknown,1
1992-12-02,Unknown,2
1992-12-11,Sci-Fi,1
1992-12-11, Gourmet,1
1992-12-11, Slice of Life,1
1992-12-11,Comedy,1
1992-12-12, Drama,2
1992-12-12,Action,1
1992-12-12,Adventure,1
1992-12-12, Sci-Fi,1
1992-12-16, Drama,1
1992-12-16, Fantasy,1
1992-12-16,Adventure,1
1992-12-16,Ecchi,1
1992-12-17, Sci-Fi,1
1992-12-17,Action,1
1992-12-18, Adventure,1
1992-12-18, Sci-Fi,1
1992-12-18,Action,1
1992-12-19, Slice of Life,1
1992-12-19,Drama,1
1992-12-19, Romance,1
1992-12-21, Drama,1
1992-12-21, Fantasy,1
1992-12-21, Comedy,1
1992-12-21,Supernatural,1
1992-12-21,Adventure,1
1992-12-21,Action,1
1992-12-23, Drama,2
1992-12-23, Adventure,1
1992-12-23, Romance,1
1992-12-23,Action,1
1992-12-23,Adventure,1
1992-12-23,Unknown,1
1992-12-24,Action,1
1992-12-26, Suspense,1
1992-12-26,Supernatural,1
1992-12-28, Ecchi,1
1992-12-28,Comedy,1
1993-01-01,Unknown,13
1993-01-01,Drama,5
1993-01-01,Comedy,4
1993-01-01, Fantasy,4
1993-01-01,Sci-Fi,3
1993-01-01, Sci-Fi,2
1993-01-01, Slice of Life,2
1993-01-01,Action,2
1993-01-01,Avant Garde,2
1993-01-01,Fantasy,1
1993-01-01,Slice of Life,1
1993-01-01, Horror,1
1993-01-01, Adventure,1
1993-01-01,Adventure,1
1993-01-01, Supernatural,1
1993-01-08,Action,1
1993-01-08,Drama,1
1993-01-08, Comedy,1
1993-01-15,Adventure,1
1993-01-17, Slice of Life,1
1993-01-17,Drama,1
1993-01-21, Adventure,1
1993-01-21, Comedy,1
1993-01-21, Romance,1
1993-01-21,Action,1
1993-01-21, Fantasy,1
1993-01-22, Drama,1
1993-01-22, Sports,1
1993-01-22,Action,1
1993-01-23,Action,1
1993-01-25,Comedy,1
1993-01-25, Sci-Fi,1
1993-01-30,Action,1
1993-01-30, Adventure,1
1993-01-30, Sci-Fi,1
1993-02-15,Unknown,2
1993-02-21, Sci-Fi,1
1993-02-21, Romance,1
1993-02-21,Unknown,1
1993-02-21,Fantasy,1
1993-02-21,Comedy,1
1993-02-21, Supernatural,1
1993-02-21,Action,1
1993-02-24, Drama,1
1993-02-24, Fantasy,1
1993-02-24,Adventure,1
1993-02-25, Sci-Fi,1
1993-02-25, Romance,1
1993-02-25,Sci-Fi,1
1993-02-25,Action,1
1993-03-03, Sci-Fi,1
1993-03-03,Action,1
1993-03-06,Fantasy,2
1993-03-06,Romance,1
1993-03-06,Action,1
1993-03-06, Fantasy,1
1993-03-06, Sci-Fi,1
1993-03-06, Adventure,1
1993-03-06, Comedy,1
1993-03-10,Unknown,1
1993-03-13, Comedy,1
1993-03-13,Action,1
1993-03-13,Adventure,1
1993-03-13, Supernatural,1
1993-03-13, Fantasy,1
1993-03-20,Action,1
1993-03-21,Fantasy,2
1993-03-21,Romance,1
1993-03-21, Adventure,1
1993-03-21, Fantasy,1
1993-03-21,Action,1
1993-03-25, Sci-Fi,1
1993-03-25,Adventure,1
1993-03-26,Comedy,2
1993-03-26, Fantasy,1
1993-04-01,Comedy,1
1993-04-01,Unknown,1
1993-04-02,Drama,2
1993-04-02,Unknown,1
1993-04-02, Sci-Fi,1
1993-04-02, Romance,1
1993-04-05, Fantasy,2
1993-04-05, Sci-Fi,1
1993-04-05,Adventure,1
1993-04-05,Comedy,1
1993-04-06,Unknown,1
1993-04-06,Sci-Fi,1
1993-04-06, Sports,1
1993-04-09, Comedy,1
1993-04-09, Fantasy,1
1993-04-09,Action,1
1993-04-10,Comedy,1
1993-04-11,Comedy,1
1993-04-11, Supernatural,1
1993-04-21,Unknown,2
1993-04-21, Fantasy,1
1993-04-21,Adventure,1
1993-04-23,Romance,1
1993-04-25,Action,1
1993-05-01, Slice of Life,1
1993-05-01,Comedy,1
1993-05-05, Romance,1
1993-05-05, Slice of Life,1
1993-05-05,Drama,1
1993-05-07, Comedy,1
1993-05-07, Fantasy,1
1993-05-07, Sports,1
1993-05-07,Adventure,1
1993-05-21,Fantasy,2
1993-05-21,Unknown,2
1993-05-21,Adventure,1
1993-05-21,Drama,1
1993-05-21, Slice of Life,1
1993-05-21, Fantasy,1
1993-05-25,Action,1
1993-05-25, Comedy,1
1993-05-28, Comedy,1
1993-05-28,Action,1
1993-05-28,Romance,1
1993-05-29,Drama,1
1993-05-29,Unknown,1
1993-06-01,Unknown,1
1993-06-01,Sports,1
1993-06-02,Unknown,1
1993-06-03,Comedy,1
1993-06-03, Sci-Fi,1
1993-06-05,Adventure,1
1993-06-05, Supernatural,1
1993-06-05, Romance,1
1993-06-05, Horror,1
1993-06-05, Fantasy,1
1993-06-18,Action,1
1993-06-18, Supernatural,1
1993-06-18, Fantasy,1
1993-06-21,Unknown,2
1993-06-21,Mystery,1
1993-06-21,Supernatural,1
1993-06-21,Fantasy,1
1993-06-21,Drama,1
1993-06-21, Sci-Fi,1
1993-06-23,Adventure,1
1993-06-23, Fantasy,1
1993-06-23, Comedy,1
1993-06-25,Adventure,1
1993-06-25, Slice of Life,1
1993-06-25, Fantasy,1
1993-06-25, Comedy,1
1993-06-25,Romance,1
1993-07-07,Action,1
1993-07-10,Action,2
1993-07-10, Sci-Fi,2
1993-07-10, Comedy,2
1993-07-10, Adventure,2
1993-07-10,Drama,1
1993-07-10,Comedy,1
1993-07-10, Supernatural,1
1993-07-10, Fantasy,1
1993-07-16,Fantasy,1
1993-07-16, Romance,1
1993-07-17,Adventure,1
1993-07-17,Drama,1
1993-07-17,Comedy,1
1993-07-17, Fantasy,1
1993-07-17, Comedy,1
1993-07-20,Adventure,1
1993-07-21,Fantasy,2
1993-07-23, Fantasy,2
1993-07-23, Comedy,2
1993-07-23,Comedy,1
1993-07-23,Drama,1
1993-07-23,Adventure,1
1993-07-23,Action,1
1993-07-23, Sci-Fi,1
1993-07-23, Mystery,1
1993-07-23, Adventure,1
1993-07-24,Action,2
1993-07-24, Comedy,2
1993-07-24, Sports,1
1993-07-24, Drama,1
1993-07-24, Adventure,1
1993-07-25,Action,1
1993-07-25, Comedy,1
1993-07-31,Action,1
1993-07-31, Drama,1
1993-07-31, Adventure,1
1993-08-01,Slice of Life,1
1993-08-03,Unknown,1
1993-08-03,Fantasy,1
1993-08-03, Supernatural,1
1993-08-03, Horror,1
1993-08-06,Drama,1
1993-08-07,Drama,1
1993-08-07, Sci-Fi,1
1993-08-07, Mystery,1
1993-08-14,Adventure,1
1993-08-21, Sci-Fi,3
1993-08-21,Unknown,2
1993-08-21,Adventure,2
1993-08-21,Action,2
1993-08-21, Drama,1
1993-08-21, Comedy,1
1993-08-21, Fantasy,1
1993-08-24,Comedy,1
1993-08-24, Slice of Life,1
1993-08-27,Drama,1
1993-08-27,Action,1
1993-08-27, Romance,1
1993-08-27, Hentai,1
1993-08-27, Comedy,1
1993-09-01,Comedy,1
1993-09-04,Adventure,1
1993-09-04, Comedy,1
1993-09-21,Fantasy,2
1993-09-22,Unknown,1
1993-09-22,Comedy,1
1993-09-22, Drama,1
1993-09-24,Romance,1
1993-09-24,Drama,1
1993-09-24, Mystery,1
1993-09-24, Horror,1
1993-09-24, Fantasy,1
1993-09-25,Action,3
1993-09-25, Sci-Fi,2
1993-09-25, Fantasy,1
1993-09-25, Comedy,1
1993-09-25, Romance,1
1993-09-25,Comedy,1
1993-10-01,Unknown,3
1993-10-01,Action,2
1993-10-01,Fantasy,2
1993-10-01, Sci-Fi,1
1993-10-01, Comedy,1
1993-10-05,Fantasy,1
1993-10-07,Fantasy,1
1993-10-09, Fantasy,1
1993-10-09,Adventure,1
1993-10-09, Comedy,1
1993-10-14, Comedy,2
1993-10-14,Adventure,1
1993-10-14,Action,1
1993-10-16,Sports,1
1993-10-20,Comedy,1
1993-10-20, Sci-Fi,1
1993-10-21, Romance,1
1993-10-21, Fantasy,1
1993-10-21,Comedy,1
1993-10-21,Adventure,1
1993-10-21,Fantasy,1
1993-10-22,Fantasy,1
1993-10-22,Unknown,1
1993-10-25,Action,1
1993-10-25, Drama,1
1993-11-01,Fantasy,1
1993-11-07,Action,1
1993-11-07, Sports,1
1993-11-07, Romance,1
1993-11-07, Drama,1
1993-11-07, Comedy,1
1993-11-13,Comedy,1
1993-11-19, Drama,1
1993-11-19,Adventure,1
1993-11-19, Supernatural,1
1993-11-19, Horror,1
1993-11-19, Fantasy,1
1993-11-21,Fantasy,3
1993-11-21,Unknown,2
1993-11-21,Drama,1
1993-11-25,Action,2
1993-11-25, Romance,1
1993-11-25, Comedy,1
1993-11-25, Adventure,1
1993-11-26,Comedy,1
1993-11-26,Action,1
1993-11-26, Sci-Fi,1
1993-11-26, Romance,1
1993-11-26, Fantasy,1
1993-11-26, Comedy,1
1993-11-26, Drama,1
1993-12-02,Unknown,2
1993-12-03,Comedy,1
1993-12-03, Slice of Life,1
1993-12-03, Gourmet,1
1993-12-05, Romance,3
1993-12-05, Drama,1
1993-12-05,Unknown,1
1993-12-05,Drama,1
1993-12-05,Comedy,1
1993-12-05,Action,1
1993-12-05, Slice of Life,1
1993-12-05, Sci-Fi,1
1993-12-05, Adventure,1
1993-12-13, Fantasy,1
1993-12-13, Comedy,1
1993-12-13,Adventure,1
1993-12-16, Ecchi,1
1993-12-16, Supernatural,1
1993-12-16,Comedy,1
1993-12-17,Drama,1
1993-12-17,Action,1
1993-12-17, Sci-Fi,1
1993-12-17, Romance,1
1993-12-17, Comedy,1
1993-12-18,Drama,1
1993-12-18,Action,1
1993-12-18, Sci-Fi,1
1993-12-18, Drama,1
1993-12-19, Mystery,1
1993-12-19,Adventure,1
1993-12-19, Slice of Life,1
1993-12-19, Drama,1
1993-12-21,Fantasy,3
1993-12-21,Unknown,1
1993-12-21,Drama,1
1993-12-21, Suspense,1
1993-12-21, Sci-Fi,1
1993-12-21, Mystery,1
1993-12-21, Horror,1
1993-12-21, Hentai,1
1993-12-23,Action,1
1993-12-23, Comedy,1
1993-12-24,Action,1
1993-12-24, Drama,1
1993-12-25,Fantasy,1
1993-12-25, Hentai,1
1993-12-26,Adventure,1
1993-12-26, Sci-Fi,1
1993-12-26, Drama,1
1993-12-31,Action,1
1993-12-31, Slice of Life,1
1993-12-31, Fantasy,1
1993-12-31, Comedy,1
1993-12-31, Adventure,1
1994-01-01,Comedy,6
1994-01-01,Avant Garde,4
1994-01-01, Sci-Fi,3
1994-01-01, Fantasy,3
1994-01-01,Unknown,3
1994-01-01,Drama,2
1994-01-01,Adventure,1
1994-01-01, Suspense,1
1994-01-01, Sports,1
1994-01-01, Slice of Life,1
1994-01-01, Horror,1
1994-01-01,Sci-Fi,1
1994-01-01,Fantasy,1
1994-01-01,Slice of Life,1
1994-01-02,Comedy,1
1994-01-02, Horror,1
1994-01-07,Adventure,1
1994-01-07, Romance,1
1994-01-07, Fantasy,1
1994-01-07, Comedy,1
1994-01-14,Comedy,1
1994-01-15,Fantasy,1
1994-01-16,Comedy,1
1994-01-16,Adventure,1
1994-01-16, Slice of Life,1
1994-01-21,Action,2
1994-01-21, Comedy,2
1994-01-21,Fantasy,1
1994-01-21, Sci-Fi,1
1994-01-21, Ecchi,1
1994-01-21, Adventure,1
1994-01-22,Sports,1
1994-01-28,Action,1
1994-02-01,Unknown,1
1994-02-05,Action,1
1994-02-05, Sci-Fi,1
1994-02-05, Adventure,1
1994-02-18,Unknown,1
1994-02-20,Comedy,1
1994-02-20, Sci-Fi,1
1994-02-20, Ecchi,1
1994-02-21,Fantasy,2
1994-02-21,Comedy,1
1994-02-21, Slice of Life,1
1994-02-23,Action,1
1994-02-25,Drama,1
1994-02-25, Romance,1
1994-03-01,Unknown,1
1994-03-02, Horror,1
1994-03-02,Action,1
1994-03-02, Sci-Fi,1
1994-03-05,Comedy,1
1994-03-05, Sci-Fi,1
1994-03-05, Romance,1
1994-03-05, Drama,1
1994-03-12,Comedy,2
1994-03-12, Sci-Fi,2
1994-03-12, Fantasy,2
1994-03-12, Comedy,1
1994-03-12, Adventure,1
1994-03-12,Action,1
1994-03-12,Adventure,1
1994-03-12,Sports,1
1994-03-12,Fantasy,1
1994-03-13,Comedy,1
1994-03-13, Romance,1
1994-03-13, Drama,1
1994-03-19,Drama,1
1994-03-19, Romance,1
1994-03-21, Adventure,2
1994-03-21, Comedy,2
1994-03-21, Sci-Fi,2
1994-03-21,Action,2
1994-03-21,Unknown,2
1994-03-21, Fantasy,1
1994-03-21,Sports,1
1994-03-21,Slice of Life,1
1994-03-21,Fantasy,1
1994-03-21,Drama,1
1994-03-21,Adventure,1
1994-03-21, Romance,1
1994-03-21, Ecchi,1
1994-03-25, Sci-Fi,1
1994-03-25,Comedy,1
1994-04-01, Sci-Fi,2
1994-04-01, Drama,2
1994-04-01, Comedy,1
1994-04-01, Romance,1
1994-04-01,Unknown,1
1994-04-01,Drama,1
1994-04-01,Boys Love,1
1994-04-01,Adventure,1
1994-04-01,Action,1
1994-04-01, Sports,1
1994-04-02,Adventure,1
1994-04-02, Mystery,1
1994-04-02, Comedy,1
1994-04-04,Action,2
1994-04-04, Fantasy,1
1994-04-04,Unknown,1
1994-04-04,Sports,1
1994-04-04,Fantasy,1
1994-04-04,Comedy,1
1994-04-04,Adventure,1
1994-04-04, Sports,1
1994-04-04, Slice of Life,1
1994-04-04, Sci-Fi,1
1994-04-04, Adventure,1
1994-04-05,Action,2
1994-04-05, Fantasy,1
1994-04-05, Adventure,1
1994-04-05, Romance,1
1994-04-05, Sci-Fi,1
1994-04-05,Comedy,1
1994-04-05, Sports,1
1994-04-05, Slice of Life,1
1994-04-06,Adventure,2
1994-04-06, Fantasy,2
1994-04-06,Fantasy,1
1994-04-06,Comedy,1
1994-04-06, Sci-Fi,1
1994-04-06, Romance,1
1994-04-07, Comedy,1
1994-04-07,Slice of Life,1
1994-04-07,Adventure,1
1994-04-07, Sci-Fi,1
1994-04-08,Adventure,1
1994-04-08, Sci-Fi,1
1994-04-08, Romance,1
1994-04-09,Action,3
1994-04-09, Adventure,2
1994-04-09,Sports,1
1994-04-09, Supernatural,1
1994-04-09, Sci-Fi,1
1994-04-09, Fantasy,1
1994-04-09, Comedy,1
1994-04-21,Unknown,2
1994-04-21,Adventure,1
1994-04-21, Sci-Fi,1
1994-04-21, Ecchi,1
1994-04-21, Comedy,1
1994-04-23,Action,1
1994-04-23, Comedy,1
1994-04-23, Adventure,1
1994-04-25,Adventure,1
1994-04-25, Fantasy,1
1994-05-20,Action,1
1994-05-20, Horror,1
1994-05-21,Drama,2
1994-05-21, Sports,2
1994-05-24,Action,1
1994-05-24, Ecchi,1
1994-05-24, Comedy,1
1994-05-27,Action,1
1994-05-27, Supernatural,1
1994-05-27, Comedy,1
1994-06-01,Unknown,1
1994-06-10,Action,1
1994-06-10, Sci-Fi,1
1994-06-11, Sports,1
1994-06-11,Comedy,1
1994-06-13,Unknown,1
