Title,Japanese,Type,Studios,Start_Aired,Source,Popularity,Score,Members,Favorites,Genres
Chuldong! Super Wings 3,출동! 슈퍼윙스3,TV,Unknown,2018-09-01,Original,16129,,290,1,Adventure
Hanasaku Kizuna no Romantan,花咲ク絆ノ浪漫譚,ONA,"Yokohama Animation Lab, Arvo Animation",2018-09-01,Game,11109,5.111,1360,0,"Action, Adventure, Drama, Fantasy"
K: Seven Stories Movie 3 - Side:Green - Uwagaki Sekai,K Seven Stories SIDEGREEN ~上書き世界~,Movie,GoHands,2018-09-01,Manga,4403,7.141,19095,17,"Action, Supernatural"
Kimi no Suizou wo Tabetai,君の膵臓をたべたい,Movie,Studio VOLN,2018-09-01,Novel,179,8.561,806962,17993,"Drama, Romance, Slice of Life"
Ruguo Lishi Shi Yiqun Miao,如果历史是一群喵,ONA,Unknown,2018-09-02,Web manga,19612,,66,0,Comedy
Haha! Diqiu Renn,哈哈！地球人,TV,Unknown,2018-09-03,Original,19875,,55,0,"Comedy, Sci-Fi"
Boogiepop and Others: Promotional Trailer,『Boogiepop and Others』 Promotional Trailer,ONA,Unknown,2018-09-04,Light novel,19061,,104,0,"Action, Supernatural"
Days of Delight,Days of Delight,Music,Unknown,2018-09-04,Music,16862,5.521,238,0,Unknown
Aerover: Pinigseuui Buhwal,에어로버 피닉스의 부활,TV,Unknown,2018-09-05,Unknown,18272,,157,0,"Action, Comedy, Sports"
Kirakira Happy★Hirake! Cocotama,キラキラハッピー★ひらけ! ここたま,TV,OLM,2018-09-06,Original,12620,6.571,792,1,"Fantasy, Slice of Life"
Spice Paradise: Curry Meshi Ver.,スパイスパラダイス～カレーメシVer.～,Music,Unknown,2018-09-06,Other,11744,5.521,1070,0,Unknown
FLCL Alternative,フリクリ オルタナ,Movie,"Production I.G, Nut, Revoroot",2018-09-07,Original,1952,6.521,88796,114,"Action, Avant Garde, Comedy, Sci-Fi"
Musunde Hiraite,むすんでひらいて,ONA,Creators in Pack,2018-09-07,Manga,13087,,674,1,"Comedy, Romance, Slice of Life"
Ghost Mecard,요괴메카드,TV,Unknown,2018-09-08,Unknown,19105,,102,0,Unknown
Sai Er Hao Movie 6: Sheng Zhe Wudi,赛尔号大电影6：圣者无敌,Movie,Unknown,2018-09-08,Game,19619,,65,0,Unknown
Phantom in the Twilight Recap,『Phantom in the Twilight』みどころ総集編 ―トウリュウとわずがたり―,ONA,LIDENFILMS,2018-09-10,Original,20090,,50,0,Supernatural
Tales of Crestoria,テイルズ オブ クレストリア,ONA,Kamikaze Douga,2018-09-11,Game,10660,5.931,1642,2,Fantasy
Change Our Mirai!: Our 7 Lights,Change Our MIRAI！ (Our 7 Lights),Music,Unknown,2018-09-14,Original,11953,5.691,988,1,Unknown
Nora to Oujo to Noraneko Heart: Nora Fuku Ekichou Shuunin-shiki,「ノラと皇女と野良猫ハート」ノラ副駅長就任式,ONA,Unknown,2018-09-14,Original,10513,5.031,1735,0,Comedy
Rape Gouhouka!!!,レイプ合法化っ!!!,ONA,SELFISH,2018-09-14,Other,7160,5.841,5663,13,Hentai
Zhandou Wang Zhi Jufeng Zhan Hun 5,战斗王之飓风战魂5,TV,Alpha Animation,2018-09-14,Original,17872,,180,0,Action
Additional Memory,アディショナルメモリー,Music,Unknown,2018-09-14,Original,7421,7.191,5213,28,Unknown
Bobunemimimmi Specials,ボブネミミッミ,Special,Unknown,2018-09-15,4-koma manga,9357,5.701,2595,4,"Avant Garde, Comedy"
Yu Shen Chuan: Xun Zhao Shen Li,禹神传之寻找神力,Movie,Unknown,2018-09-15,Unknown,21022,,30,0,"Adventure, Fantasy"
Haier Xiongdi Yuzhou Da Maoxian,海尔兄弟宇宙大冒险,TV,Unknown,2018-09-17,Original,20971,,30,0,Adventure
Love Live! School Idol Festival All Stars,ラブライブ！スクールアイドルフェスティバルALL STARS,ONA,Sunrise,2018-09-19,Other,7814,7.191,4609,16,Unknown
Golden Kamuy OVA,ゴールデンカムイ OAD,OVA,Geno Studio,2018-09-19,Manga,4066,7.221,22825,13,"Action, Adventure"
Taka no Tsume-dan no Ike! ODAman,鷹の爪団の 行け！ＯＤＡマン,ONA,Unknown,2018-09-20,Original,17257,,216,0,Unknown
Bo & To's Family,보토스 패밀리,TV,Comma Studio,2018-09-20,Original,21242,,25,0,Slice of Life
I'll Take You Anywhere,I'll take you anywhere,Music,Unknown,2018-09-21,Original,18074,,168,0,Unknown
Tinderbox,Tinderbox,OVA,Queen Bee,2018-09-21,Manga,7821,6.231,4598,15,Hentai
Yarichin☆Bitch-bu,ヤリチン☆ビッチ部,OVA,GRIZZLY,2018-09-21,Manga,1876,6.201,94551,791,"Boys Love, Comedy, Erotica"
Gift±,ギフト±,ONA,Unknown,2018-09-21,Manga,11761,,1063,1,Horror
Jian Wang 3: Xia Gan Yi Dan Shen Jianxin,剑网3·侠肝义胆沈剑心,ONA,Shenying Animation,2018-09-21,Game,9884,6.991,2148,12,"Action, Adventure, Comedy"
He Wei Dao x Re:Cong Ling Kaishi de Yi Shijie Shenghuo,合味道 X《Re：从零开始的异世界生活》,ONA,White Fox,2018-09-21,Light novel,5147,5.981,12946,33,Comedy
Wakaokami wa Shougakusei! Movie,映画 若おかみは小学生！,Movie,"Madhouse, DLE",2018-09-21,Novel,4669,7.511,16651,37,"Comedy, Slice of Life, Supernatural"
"Tsunagu, Soramoyou",ツナグ、ソラモヨウ,Music,SANZIGEN,2018-09-21,Original,12420,6.291,847,0,Unknown
Da Nao Xiyou,大闹西游,Movie,Unknown,2018-09-22,Unknown,21421,,21,0,"Adventure, Fantasy"
Koutetsujou no Kabaneri: Ran - Hajimaru Michiato,甲鉄城のカバネリ -乱- 始まる軌跡,Special,Wit Studio,2018-09-22,Game,6297,6.891,7850,13,Action
Riku ni Agatta Ningyo no Hanashi Pilot,陸にあがった人魚のはなし PILOT,Movie,Unknown,2018-09-22,Picture book,20231,,47,0,Fantasy
RErideD: Tokigoe no Derrida,RErideD－刻越えのデリダ－,TV,GEEK TOYS,2018-09-22,Original,3137,5.691,38559,20,"Action, Drama, Sci-Fi"
Bouen no March,望遠のマーチ,Music,HOTZIPANG,2018-09-23,Original,14061,5.871,485,0,Unknown
Yi Mao Suoyou,一毛所有,Movie,Unknown,2018-09-23,Original,20663,,36,0,Drama
Megane no Mahou,メガネの魔法,ONA,Tatsunoko Production,2018-09-24,Original,14182,6.271,468,0,Drama
Walking Meat,Walking Meat,Movie,Sublimation,2018-09-24,Original,10369,,1821,2,"Action, Supernatural"
Toyo Suisan x Tanuki to Kitsune,東洋水産×「タヌキとキツネ」,Special,Unknown,2018-09-24,Web manga,17012,,230,0,Comedy
Ishii Hiroyuki x Saitou Souma Essay-shuu,いしいひろゆき×斉藤壮馬エッセイ集「健康で文化的な最低限度の生活」コラボレーション映像,ONA,Unknown,2018-09-25,Original,16646,5.151,252,0,Unknown
Shen Shou Jin Gang 4: Bang Bao Lixian Ji,神兽金刚4邦宝历险记,TV,Unknown,2018-09-25,Original,20672,,35,0,"Action, Sci-Fi"
Koukyousei Million Arthur,交響性ミリオンアーサー,ONA,Unknown,2018-09-25,Game,11260,5.431,1290,0,Fantasy
Kimi no Sekai ni Hanataba wo,きみの世界に花束を,Music,Unknown,2018-09-25,Original,18151,,164,0,Unknown
Yao Shen Ji 3rd Season,妖神记之影妖篇,ONA,Ruo Hong Culture,2018-09-25,Novel,6492,7.501,7306,22,"Action, Adventure, Fantasy, Romance"
Senjuushi: Gendaijuu no Heya,千銃士 ミニアニメ 現代銃の部屋,Special,TMS Entertainment,2018-09-26,Game,12356,,866,2,"Action, Comedy"
Gakuen Babysitters Special,学園ベビーシッターズ,Special,Brain's Base,2018-09-26,Manga,3237,7.751,36252,47,Unknown
Beatless Final Stage,BEATLESS Final Stage,TV,Diomedéa,2018-09-26,Light novel,3364,6.801,33904,65,"Action, Drama, Romance, Sci-Fi"
Eiga Daisuki Pompo-san,映画大好きポンポさん,Special,CLAP,2018-09-27,Web manga,11252,5.561,1294,4,"Comedy, Drama"
Anklet to Aoi Umi,アンクレットと蒼い海,Movie,Studio Himalaya,2018-09-27,Original,17272,,215,0,Fantasy
Marine Mirage,Marine Mirage,Music,Unknown,2018-09-27,Game,16442,5.611,268,0,Unknown
Kaixin Chaoren Lianmeng: Mi Zhi Cheng,开心超人联盟之谜之城,TV,Unknown,2018-09-27,Original,20844,,32,0,"Comedy, Sci-Fi"
Soikano: Gyutto Dakishimete - The Animation,添いカノ~ぎゅっと抱きしめて~ THE ANIMATION,OVA,Seven,2018-09-28,Visual novel,7411,6.961,5234,30,Hentai
0 Hao Sushe,0号宿舍,ONA,Unknown,2018-09-28,Original,20677,,35,0,"Comedy, Fantasy"
Tiny Evil,Tiny Evil,OVA,Majin,2018-09-28,Manga,4696,7.071,16442,99,"Supernatural, Hentai"
FLCL Progressive,フリクリ プログレ,Movie,"Production I.G, Signal.MD, Production GoodBook",2018-09-28,Original,1526,6.371,123214,221,"Action, Avant Garde, Comedy, Sci-Fi"
Gegege no Kitarou: Tamashii to Art,ゲゲゲの鬼太郎 魂とアート,Movie,Unknown,2018-09-28,Manga,12029,,955,0,Supernatural
Shinya! Tensai Bakabon Specials,深夜! 天才バカボン,Special,Pierrot Plus,2018-09-28,Manga,15075,,370,0,"Comedy, Slice of Life"
Natsume Yuujinchou Movie: Utsusemi ni Musubu,劇場版 夏目友人帳 ～うつせみに結ぶ～,Movie,Shuka,2018-09-29,Manga,2399,8.411,62589,178,"Drama, Slice of Life, Supernatural"
Mobile Suit Gundam UC Perfectibility,機動戦士ガンダムUC ペルフェクティビリティ,Movie,Unknown,2018-09-30,Novel,9674,6.161,2322,1,Action
Mecha-ude,メカウデ,ONA,TriF Studio,2018-09-30,Original,4753,6.801,15894,39,"Action, Sci-Fi"
Double Decker! Doug & Kirill,DOUBLE DECKER! ダグ＆キリル,TV,Sunrise,2018-09-30,Original,3325,6.821,34755,88,"Action, Comedy, Sci-Fi"
Hitori no Shita: The Outcast Fanwai Pian,一人之下 天师下山 番外篇,ONA,Unknown,2018-09-30,Manga,6548,6.571,7115,5,"Action, Supernatural"
Matsuda-ke Curry Battle,松田家カレーバトル,Special,Unknown,2018-10-01,Original,16591,,256,0,Gourmet
Jashin-chan Dropkick Episode 12,邪神ちゃんドロップキック 第12話,ONA,Nomad,2018-10-01,Web manga,3722,7.141,27574,12,"Comedy, Supernatural"
Akanesasu Shoujo,あかねさす少女,TV,"DandeLion Animation Studio, Jumonji, Okuruto Noboru",2018-10-01,Original,3345,6.421,34309,56,"Action, Sci-Fi"
Effendi: Qi Yuan Lixian,阿凡提之奇缘历险,Movie,Unknown,2018-10-01,Unknown,20691,,35,0,Unknown
Family,Family,Music,Unknown,2018-10-01,Original,18189,,162,0,Unknown
Reizouko no Tsukenosuke!,れいぞうこのつけのすけ！,TV,Unknown,2018-10-01,Original,17087,,226,0,Comedy
Souten no Ken: Regenesis 2nd Season,蒼天の拳 REGENESIS 第2期,ONA,Polygon Pictures,2018-10-02,Manga,7958,6.061,4382,4,Action
Tensei shitara Slime Datta Ken,転生したらスライムだった件,TV,8bit,2018-10-02,Manga,89,8.131,1216795,25031,"Action, Adventure, Comedy, Fantasy"
Ken En Ken: Aoki Kagayaki,軒轅剣・蒼き曜,TV,Studio Deen,2018-10-02,Game,4754,6.011,15883,17,"Action, Adventure, Fantasy"
Bakutsuri Bar Hunter,爆釣バーハンター,TV,"Toei Animation, Gallop",2018-10-02,Manga,14144,,471,0,Adventure
Uchuu Senkan Tiramisù II,宇宙戦艦ティラミスⅡ（ツヴァイ）,TV,Gonzo,2018-10-02,Web manga,5928,6.531,9152,4,"Comedy, Sci-Fi, Slice of Life"
Sylvanian Families: Mini Story 2nd Season,シルバニアファミリー ミニストーリー 第2期,TV,Unknown,2018-10-03,Other,17266,,215,0,Slice of Life
Jingai-san no Yome,人外さんの嫁,TV,Saetta,2018-10-03,4-koma manga,3022,5.771,41212,93,"Comedy, Fantasy, Romance"
Detective Conan: Amuro Secret Call,名探偵コナン シークレット安室コール,Special,TMS Entertainment,2018-10-03,Manga,9827,6.121,2193,2,"Comedy, Mystery"
Guomin Laogong Dai Huijia 4th Season,国民老公带回家,ONA,Wawayu Animation,2018-10-03,Novel,8387,6.161,3755,14,"Drama, Romance"
Kaze ga Tsuyoku Fuiteiru,風が強く吹いている,TV,Production I.G,2018-10-03,Novel,761,8.401,269093,5521,"Drama, Sports"
Sora to Umi no Aida,ソラとウミのアイダ,TV,TMS Entertainment,2018-10-04,Game,4289,5.651,20031,21,"Adventure, Fantasy, Sci-Fi"
Zhandouban Geji! Season Zero,战斗吧歌姬！ 第零季,ONA,Unknown,2018-10-04,Other,18812,,122,0,"Comedy, Slice of Life"
Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,青春ブタ野郎はバニーガール先輩の夢を見ない,TV,CloverWorks,2018-10-04,Light novel,53,8.261,1516882,42827,"Comedy, Drama, Romance, Supernatural"
Miren Record,未練レコード,Music,Unknown,2018-10-04,Unknown,13267,5.831,636,1,Unknown
Zombieland Saga,ゾンビランドサガ,TV,MAPPA,2018-10-04,Original,427,7.511,444083,2934,"Comedy, Supernatural"
Gurazeni Season 2,グラゼニ シーズン2,TV,Studio Deen,2018-10-05,Manga,7881,6.741,4495,3,"Comedy, Drama, Sports"
Gakuen Basara,学園BASARA,TV,Brain's Base,2018-10-05,Game,4585,6.181,17399,26,"Action, Comedy"
Tonari no Kyuuketsuki-san,となりの吸血鬼さん,TV,"Studio Gokumi, AXsiZ",2018-10-05,4-koma manga,1844,7.091,96419,308,"Comedy, Girls Love, Slice of Life, Supernatural"
Xingchen Bian,星辰变,ONA,Shanghai Foch Film and TV Culture Investment,2018-10-05,Novel,6879,7.491,6287,49,"Action, Adventure, Fantasy, Romance"
Hinomaruzumou,火ノ丸相撲,TV,Gonzo,2018-10-05,Manga,1687,7.561,109407,312,Sports
Kyonyuu Dosukebe Gakuen,巨乳ドスケベ学園,OVA,Studio 1st,2018-10-05,Visual novel,5996,6.571,8895,25,Hentai
Uchi no Maid ga Uzasugiru!,うちのメイドがウザすぎる！,TV,Doga Kobo,2018-10-05,Manga,1670,6.901,110450,183,"Comedy, Girls Love, Slice of Life"
Yagate Kimi ni Naru,やがて君になる,TV,TROYCA,2018-10-05,Manga,685,7.911,296139,5509,"Drama, Girls Love, Romance"
Monster Strike the Movie: Sora no Kanata,モンスターストライク THE MOVIE ソラノカナタ,Movie,Orange,2018-10-05,Game,8990,6.141,2980,3,"Action, Fantasy"
Bakumatsu,BAKUMATSU,TV,Studio Deen,2018-10-05,Game,4083,5.691,22606,30,Action
Inazuma Eleven: Orion no Kokuin,イナズマイレブン オリオンの刻印,TV,OLM,2018-10-05,Game,3965,6.851,24031,88,Sports
Toaru Majutsu no Index III,とある魔術の禁書目録Ⅲ,TV,J.C.Staff,2018-10-05,Light novel,898,6.811,227998,795,"Action, Sci-Fi"
Devidol!,でびどる！,TV,Unknown,2018-10-05,Other,9252,5.321,2716,4,Comedy
Kitsune no Koe,狐狸之声,TV,Yumeta Company,2018-10-05,Manga,4220,6.421,20850,59,Unknown
Daifuku-kun@Kin Tele,大福くん＠きんてれ,TV,Unknown,2018-10-05,Other,16962,,232,0,Comedy
Kyonyuu JK ga Ojisan Chinpo to Jupo Jupo Iyarashii Sex Shitemasu.,巨乳J○がオジさんチ○ポとじゅぽじゅぽいやらしいセックスしてます.,OVA,T-Rex,2018-10-05,Other,7147,6.621,5693,18,Hentai
It's Marey O'Clock Now!,it’s MAREY o’clock now!,Movie,Unknown,2018-10-05,Original,17914,,177,0,Avant Garde
Osake wa Fuufu ni Natte kara: Yuzu Atsukan,お酒は夫婦になってから 14杯め「ゆず熱燗」,ONA,Creators in Pack,2018-10-06,Web manga,3594,7.061,29479,21,"Comedy, Gourmet, Romance, Slice of Life"
Munyeodo,무녀도,Movie,Studio Meditation With a Pencil,2018-10-06,Novel,18702,,130,0,Drama
Usuzumizakura: Garo,薄墨桜 -GARO-,Movie,"Studio VOLN, Studio M2",2018-10-06,Original,7609,6.151,4946,3,"Action, Fantasy, Supernatural"
Itsuka Aeru Kimi ni,いつか会えるキミに,ONA,Asura Film,2018-10-06,Original,9992,5.621,2079,1,"Romance, Sci-Fi"
Dakaretai Otoko 1-i ni Odosarete Imasu.,抱かれたい男1位に脅されています。,TV,CloverWorks,2018-10-06,Manga,1401,7.411,138144,1680,"Boys Love, Comedy, Drama"
K: Seven Stories Movie 4 - Lost Small World - Ori no Mukou ni,K Seven Stories Lost Small World ~檻の向こうに~,Movie,GoHands,2018-10-06,Light novel,4425,7.441,18881,32,"Action, Supernatural"
Radiant,ラディアン,TV,Lerche,2018-10-06,Other,1059,6.871,190427,384,"Action, Adventure, Fantasy"
"Okoshiyasu, Chitose-chan",おこしやす、ちとせちゃん,TV,Gathering,2018-10-06,Manga,7085,6.681,5857,12,"Comedy, Slice of Life"
Irozuku Sekai no Ashita kara,色づく世界の明日から,TV,P.A. Works,2018-10-06,Original,676,7.521,299500,1994,"Drama, Romance"
Re:Zero kara Hajimeru Isekai Seikatsu - Memory Snow,Reゼロから始める異世界生活 Memory Snow,Movie,White Fox,2018-10-06,Light novel,778,7.561,263827,587,Fantasy
Re:Zero kara Hajimeru Isekai Seikatsu - Memory Snow - Manner Movie,Reゼロから始める異世界生活 Memory Snow マナームービー,Movie,Unknown,2018-10-06,Light novel,2904,7.471,43893,84,Fantasy
Pingu in the City (2018),ピングー in ザ・シティ,TV,Polygon Pictures,2018-10-06,Other,5748,6.401,9807,115,"Comedy, Slice of Life"
Hoshi no Shima no Nyanko,ほしの島のにゃんこ,TV,Animation Planet,2018-10-06,Game,14589,,416,1,"Adventure, Slice of Life"
"Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari! Season 2",逆転裁判 ～その「真実」、異議あり！～ Season 2,TV,CloverWorks,2018-10-06,Game,3262,7.161,35742,118,"Comedy, Drama, Mystery"
Kishuku Gakkou no Juliet,寄宿学校のジュリエット,TV,LIDENFILMS,2018-10-06,Manga,613,7.451,323661,1763,"Action, Comedy, Romance"
JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,ジョジョの奇妙な冒険 黄金の風,TV,David Production,2018-10-06,Manga,156,8.581,877767,28506,"Action, Adventure"
Aigan Kaijuu,愛玩怪獣,TV,Shimogumi,2018-10-07,Other,14493,,426,0,"Action, Comedy, Fantasy, Sci-Fi"
Anima Yell! Ouen Douga,アニマエール！応援動画,ONA,Doga Kobo,2018-10-07,4-koma manga,10018,5.671,2055,0,Comedy
"Sono Toki, Kanojo wa.",その時、カノジョは。,TV,MASTER LIGHTS,2018-10-07,Original,4900,5.661,14680,9,"Drama, Romance"
Start no Aizu,スタートの合図,Music,Unknown,2018-10-07,Original,16574,5.291,258,0,Unknown
SSSS.Gridman,SSSS.GRIDMAN,TV,Trigger,2018-10-07,Original,759,7.121,269389,1235,"Action, Sci-Fi"
Ulysses: Jehanne Darc to Renkin no Kishi,ユリシーズ ジャンヌ・ダルクと錬金の騎士,TV,AXsiZ,2018-10-07,Light novel,1983,5.331,86677,95,"Action, Fantasy"
Fairy Tail: Final Series,FAIRY TAIL ファイナルシリーズ,TV,"A-1 Pictures, Bridge, CloverWorks",2018-10-07,Manga,423,7.561,449525,4785,"Action, Adventure, Fantasy"
Release the Spyce,RELEASE THE SPYCE,TV,Lay-duce,2018-10-07,Original,2308,6.951,66932,206,Action
"Caribadix ""Renai Revolution 21"" Cover MV",caribadix「恋愛レボリューション２１」カバーMV,Music,Unknown,2018-10-07,Original,17754,,186,0,Unknown
Sword Art Online: Alicization,ソードアート・オンライン アリシゼーション,TV,A-1 Pictures,2018-10-07,Light novel,147,7.561,926742,6786,"Action, Adventure, Fantasy"
Anima Yell!,アニマエール！,TV,Doga Kobo,2018-10-07,4-koma manga,3054,6.891,40283,85,"Comedy, Sports"
Goblin Slayer,ゴブリンスレイヤー,TV,White Fox,2018-10-07,Light novel,129,7.421,974412,6446,"Action, Adventure, Fantasy"
"Shuudengo, Capsule Hotel de, Joushi ni Binetsu Tsutawaru Yoru.",終電後、カプセルホテルで、上司に微熱伝わる夜。,ONA,Namu Animation,2018-10-08,Manga,4469,5.551,18386,51,"Romance, Hentai"
Himote House,ひもてはうす,TV,Bouncy,2018-10-08,Original,4683,5.671,16532,18,Comedy
Golden Kamuy 2nd Season,ゴールデンカムイ,TV,Geno Studio,2018-10-08,Manga,1200,8.231,168812,850,"Action, Adventure"
Yuzhou Huwei Dui,宇宙护卫队,TV,Unknown,2018-10-08,Original,20887,,32,0,"Adventure, Sci-Fi"
Gaikotsu Shotenin Honda-san,ガイコツ書店員本田さん,TV,DLE,2018-10-08,Web manga,1723,7.291,106364,361,"Comedy, Slice of Life"
Chokkan × Algorhythm♪ 2nd Season,直感×アルゴリズム♪ 2nd Season,ONA,W-Toon Studio,2018-10-08,Original,14316,,449,0,Comedy
Hashiri Tsuzukete Yokattatte.,走り続けてよかったって。,TV,Signal.MD,2018-10-09,Original,5361,6.391,11626,12,"Drama, Slice of Life"
He Nü'er De Richang 3rd Season,和女儿的日常 第三季,ONA,TrioPen Studio,2018-10-09,Manga,19489,,75,0,"Comedy, Slice of Life"
99 Illusion!,99 ILLUSION！,Music,Unknown,2018-10-09,Unknown,15492,5.631,336,0,Unknown
Tokyo Ghoul:re 2nd Season,東京喰種トーキョーグール：re 第2期,TV,"Pierrot, Pierrot Plus",2018-10-09,Manga,201,6.411,761317,2551,"Action, Fantasy, Horror"
"Supa Dupa Fly feat. Shounan no Kaze, Moomin, Kenty Gross, Bes, Apollo, Natural Weapon, Doraku","SUPA DUPA FLY feat. 湘南乃風, MOOMIN, KENTY GROSS, BES, APOLLO, NATURAL WEAPON, 導楽",Music,Unknown,2018-10-09,Original,17740,,187,0,Unknown
Otona no Bouguya-san,おとなの防具屋さん,ONA,IMAGICA Lab.,2018-10-09,4-koma manga,3174,5.601,37700,37,"Comedy, Fantasy, Ecchi"
The iDOLM@STER SideM: Wake Atte Mini!,アイドルマスター SideM 理由あってMini!,TV,Zero-G,2018-10-09,Manga,8620,6.221,3410,7,"Comedy, Slice of Life"
Conception,CONCEPTION（コンセプション）,TV,Gonzo,2018-10-10,Game,1663,4.601,110920,152,"Action, Adventure, Fantasy, Romance"
Banana ga Suki,バナナが好き,Music,Saigo no Shudan,2018-10-10,Original,14809,4.741,395,0,Avant Garde
Ore ga Suki nano wa Imouto dakedo Imouto ja Nai,俺が好きなのは妹だけど妹じゃない,TV,"NAZ, Magia Doraglier",2018-10-10,Light novel,1551,4.871,120357,215,"Comedy, Romance, Ecchi"
Takoyaki Story,たこやきストーリー,Music,Unknown,2018-10-10,Original,14472,4.761,429,0,Avant Garde
Zhandouban Geji!,战斗吧歌姬！ 第一季,ONA,Unknown,2018-10-10,Other,18404,,150,2,"Comedy, Slice of Life"
"Watashi no Na wa Outafukuko: Chiisana Shiawase wo, Chikyuu no Shiawase ni.",わたしの名はオオタフクコ～小さな幸せを、地球の幸せに。～,ONA,Unknown,2018-10-10,Original,16224,,284,0,Unknown
