anime_ID,Start_Aired,Genres
146,2004-04-02,Comedy
146,2004-04-02, Drama
146,2004-04-02, Romance
146,2004-04-02, Sci-Fi
146,2004-04-02, Ecchi
12613,2004-04-03,Unknown
516,2004-04-03,Comedy
516,2004-04-03, Sci-Fi
234,2004-04-03,Adventure
234,2004-04-03, Sports
1110,2004-04-03,Adventure
1110,2004-04-03, Comedy
1110,2004-04-03, Romance
251,2004-04-03,Adventure
251,2004-04-03, Comedy
251,2004-04-03, Fantasy
102,2004-04-03,Comedy
102,2004-04-03, Drama
102,2004-04-03, Romance
7955,2004-04-04,Slice of Life
10987,2004-04-04,Comedy
29740,2004-04-04,Unknown
330,2004-04-04,Comedy
330,2004-04-04, Drama
330,2004-04-04, Romance
330,2004-04-04, Ecchi
649,2004-04-04,Comedy
649,2004-04-04, Romance
649,2004-04-04, Ecchi
1590,2004-04-04,Action
1590,2004-04-04, Adventure
1590,2004-04-04, Comedy
1590,2004-04-04, Fantasy
3468,2004-04-04,Drama
3468,2004-04-04, Girls Love
3468,2004-04-04, Romance
3468,2004-04-04, Slice of Life
1839,2004-04-04,Adventure
1839,2004-04-04, Fantasy
1839,2004-04-04, Slice of Life
11497,2004-04-04,Comedy
1574,2004-04-05,Adventure
1574,2004-04-05, Sci-Fi
533,2004-04-05,Comedy
533,2004-04-05, Slice of Life
340,2004-04-06,Action
252,2004-04-06,Drama
252,2004-04-06, Mystery
252,2004-04-06, Supernatural
1104,2004-04-06,Comedy
1104,2004-04-06, Romance
1104,2004-04-06, Sci-Fi
1104,2004-04-06, Ecchi
417,2004-04-07,Action
417,2004-04-07, Fantasy
159,2004-04-07,Adventure
159,2004-04-07, Fantasy
159,2004-04-07, Horror
159,2004-04-07, Sci-Fi
159,2004-04-07, Supernatural
19,2004-04-07,Drama
19,2004-04-07, Mystery
19,2004-04-07, Suspense
7296,2004-04-07,Unknown
109,2004-04-07,Adventure
109,2004-04-07, Comedy
109,2004-04-07, Sci-Fi
2337,2004-04-08,Adventure
2337,2004-04-08, Drama
2337,2004-04-08, Sci-Fi
5967,2004-04-08,Action
5967,2004-04-08, Comedy
5967,2004-04-08, Sci-Fi
5967,2004-04-08, Sports
872,2004-04-09,Adventure
872,2004-04-09, Comedy
872,2004-04-09, Fantasy
2978,2004-04-09,Action
2978,2004-04-09, Adventure
2978,2004-04-09, Horror
2978,2004-04-09, Sci-Fi
827,2004-04-09,Hentai
514,2004-04-11,Drama
514,2004-04-11, Horror
514,2004-04-11, Romance
514,2004-04-11, Supernatural
2234,2004-04-12,Action
2234,2004-04-12, Comedy
2234,2004-04-12, Sci-Fi
786,2004-04-12,Comedy
786,2004-04-12, Fantasy
384,2004-04-13,Action
384,2004-04-13, Drama
384,2004-04-13, Horror
384,2004-04-13, Sci-Fi
384,2004-04-13, Supernatural
384,2004-04-13, Ecchi
8364,2004-04-17,Action
8364,2004-04-17, Adventure
8364,2004-04-17, Comedy
8364,2004-04-17, Fantasy
54,2004-04-17,Action
54,2004-04-17, Drama
54,2004-04-17, Sci-Fi
18,2004-04-17,Action
18,2004-04-17, Drama
1367,2004-04-17,Adventure
1367,2004-04-17, Comedy
1367,2004-04-17, Mystery
4443,2004-04-19,Action
4443,2004-04-19, Adventure
4443,2004-04-19, Comedy
25611,2004-04-20,Unknown
12981,2004-04-21,Slice of Life
1586,2004-04-23,Adventure
3920,2004-04-23,Hentai
724,2004-04-23,Boys Love
724,2004-04-23, Drama
724,2004-04-23, Horror
724,2004-04-23, Hentai
12225,2004-04-23,Comedy
12225,2004-04-23, Sci-Fi
2307,2004-04-23,Action
2307,2004-04-23, Comedy
2307,2004-04-23, Ecchi
1898,2004-04-23,Action
1898,2004-04-23, Comedy
1898,2004-04-23, Ecchi
5411,2004-04-25,Drama
5411,2004-04-25, Fantasy
5411,2004-04-25, Romance
5411,2004-04-25, Hentai
1401,2004-04-25,Hentai
524,2004-04-28,Comedy
524,2004-04-28, Drama
524,2004-04-28, Romance
3350,2004-04-29,Hentai
7304,2004-04-30,Adventure
7304,2004-04-30, Mystery
275,2004-05-04,Comedy
275,2004-05-04, Romance
275,2004-05-04, Ecchi
363,2004-05-12,Drama
363,2004-05-12, Romance
1741,2004-05-19,Comedy
1741,2004-05-19, Ecchi
205,2004-05-20,Action
205,2004-05-20, Adventure
205,2004-05-20, Comedy
35574,2004-05-21,Comedy
35574,2004-05-21, Sports
622,2004-05-21,Drama
622,2004-05-21, Romance
622,2004-05-21, Sci-Fi
2134,2004-05-25,Hentai
262,2004-05-25,Comedy
262,2004-05-25, Romance
422,2004-05-25,Comedy
422,2004-05-25, Sci-Fi
3497,2004-05-26,Romance
2021,2004-05-28,Adventure
2021,2004-05-28, Comedy
2021,2004-05-28, Hentai
27677,2004-05-28,Action
27677,2004-05-28, Sci-Fi
2378,2004-05-28,Hentai
4450,2004-05-28,Adventure
4450,2004-05-28, Comedy
4450,2004-05-28, Supernatural
2588,2004-05-28,Hentai
651,2004-05-28,Comedy
651,2004-05-28, Romance
651,2004-05-28, Hentai
39362,2004-05-29,Sci-Fi
3821,2004-05-29,Sci-Fi
8716,2004-06-01,Comedy
8716,2004-06-01, Sci-Fi
2791,2004-06-10,Action
2791,2004-06-10, Comedy
5691,2004-06-10,Action
5691,2004-06-10, Adventure
5691,2004-06-10, Sci-Fi
2871,2004-06-11,Hentai
166,2004-06-12,Sci-Fi
44015,2004-06-12,Comedy
9270,2004-06-16,Hentai
25985,2004-06-21,Comedy
25985,2004-06-21, Sci-Fi
29385,2004-06-21,Slice of Life
9818,2004-06-24,Comedy
2955,2004-06-25,Hentai
9170,2004-06-25,Sci-Fi
483,2004-06-25,Action
483,2004-06-25, Drama
483,2004-06-25, Sci-Fi
1896,2004-06-25,Hentai
1636,2004-06-25,Hentai
3108,2004-06-25,Hentai
1500,2004-06-25,Comedy
1500,2004-06-25, Drama
1500,2004-06-25, Horror
1500,2004-06-25, Supernatural
1500,2004-06-25, Ecchi
547,2004-06-25,Drama
547,2004-06-25, Romance
547,2004-06-25, Supernatural
1376,2004-06-26,Comedy
1376,2004-06-26, Fantasy
546,2004-06-30,Drama
546,2004-06-30, Romance
546,2004-06-30, Supernatural
648,2004-06-30,Comedy
648,2004-06-30, Drama
648,2004-06-30, Romance
648,2004-06-30, Sci-Fi
39295,2004-06-30,Comedy
39295,2004-06-30, Supernatural
52686,2004-07-01,Comedy
766,2004-07-01,Comedy
766,2004-07-01, Drama
766,2004-07-01, Sci-Fi
38914,2004-07-01,Unknown
983,2004-07-03,Comedy
1656,2004-07-04,Comedy
5343,2004-07-04,Action
5343,2004-07-04, Adventure
5343,2004-07-04, Comedy
5343,2004-07-04, Ecchi
2741,2004-07-04,Action
2741,2004-07-04, Drama
444,2004-07-04,Drama
444,2004-07-04, Girls Love
444,2004-07-04, Romance
244,2004-07-04,Mystery
75,2004-07-05,Action
75,2004-07-05, Drama
75,2004-07-05, Sci-Fi
241,2004-07-05,Comedy
241,2004-07-05, Fantasy
241,2004-07-05, Romance
241,2004-07-05, Ecchi
655,2004-07-07,Comedy
655,2004-07-07, Sci-Fi
525,2004-07-07,Adventure
525,2004-07-07, Drama
525,2004-07-07, Fantasy
4562,2004-07-08,Hentai
4946,2004-07-09,Sci-Fi
4946,2004-07-09, Hentai
229,2004-07-10,Comedy
63,2004-07-11,Comedy
63,2004-07-11, Romance
63,2004-07-11, Sci-Fi
63,2004-07-11, Ecchi
7862,2004-07-15,Unknown
765,2004-07-16,Adventure
765,2004-07-16, Comedy
765,2004-07-16, Sci-Fi
44725,2004-07-16,Fantasy
44725,2004-07-16, Romance
21969,2004-07-17,Comedy
21969,2004-07-17, Fantasy
23935,2004-07-17,Action
42135,2004-07-17,Action
42135,2004-07-17, Adventure
42135,2004-07-17, Comedy
42135,2004-07-17, Fantasy
23659,2004-07-17,Drama
1122,2004-07-17,Action
1122,2004-07-17, Adventure
1122,2004-07-17, Comedy
1122,2004-07-17, Fantasy
1122,2004-07-17, Sci-Fi
565,2004-07-17,Action
565,2004-07-17, Adventure
565,2004-07-17, Drama
565,2004-07-17, Sci-Fi
21963,2004-07-17,Comedy
21963,2004-07-17, Fantasy
1917,2004-07-19,Sci-Fi
44675,2004-07-20,Unknown
151,2004-07-24,Action
151,2004-07-24, Comedy
151,2004-07-24, Girls Love
151,2004-07-24, Sci-Fi
151,2004-07-24, Ecchi
18315,2004-07-24,Action
18315,2004-07-24, Adventure
18315,2004-07-24, Sci-Fi
1788,2004-07-25,Hentai
2145,2004-07-25,Fantasy
2145,2004-07-25, Supernatural
2145,2004-07-25, Hentai
226,2004-07-25,Action
226,2004-07-25, Drama
226,2004-07-25, Horror
226,2004-07-25, Romance
226,2004-07-25, Supernatural
3582,2004-07-25,Hentai
1020,2004-07-28,Action
1020,2004-07-28, Boys Love
1020,2004-07-28, Drama
1020,2004-07-28, Romance
1020,2004-07-28, Supernatural
2862,2004-07-30,Hentai
1388,2004-07-30,Hentai
1429,2004-07-30,Action
1429,2004-07-30, Adventure
1429,2004-07-30, Comedy
1429,2004-07-30, Mystery
2309,2004-08-01,Comedy
2309,2004-08-01, Sci-Fi
2309,2004-08-01, Sports
42662,2004-08-01,Unknown
42785,2004-08-01,Unknown
2727,2004-08-01,Action
2727,2004-08-01, Comedy
5845,2004-08-01,Action
5845,2004-08-01, Comedy
5845,2004-08-01, Fantasy
41646,2004-08-01,Unknown
6068,2004-08-04,Comedy
1317,2004-08-06,Sports
6695,2004-08-06,Adventure
6695,2004-08-06, Comedy
6695,2004-08-06, Fantasy
1377,2004-08-06,Drama
1377,2004-08-06, Sci-Fi
844,2004-08-07,Adventure
844,2004-08-07, Supernatural
875,2004-08-07,Adventure
875,2004-08-07, Avant Garde
875,2004-08-07, Comedy
875,2004-08-07, Romance
29961,2004-08-12,Action
3324,2004-08-13,Hentai
1894,2004-08-13,Adventure
1894,2004-08-13, Comedy
1894,2004-08-13, Fantasy
5399,2004-08-13,Hentai
24883,2004-08-14,Fantasy
7571,2004-08-18,Drama
7571,2004-08-18, Slice of Life
27557,2004-08-19,Comedy
27557,2004-08-19, Drama
442,2004-08-21,Action
442,2004-08-21, Adventure
442,2004-08-21, Fantasy
2248,2004-08-21,Action
2248,2004-08-21, Comedy
2248,2004-08-21, Fantasy
705,2004-08-21,Adventure
705,2004-08-21, Comedy
705,2004-08-21, Sci-Fi
3948,2004-08-25,Action
3948,2004-08-25, Comedy
3948,2004-08-25, Romance
3948,2004-08-25, Supernatural
3948,2004-08-25, Ecchi
2276,2004-08-25,Hentai
395,2004-08-26,Action
395,2004-08-26, Drama
395,2004-08-26, Horror
395,2004-08-26, Sci-Fi
395,2004-08-26, Supernatural
395,2004-08-26, Ecchi
2269,2004-08-27,Action
2269,2004-08-27, Sci-Fi
2434,2004-08-27,Hentai
1192,2004-09-01,Horror
1192,2004-09-01, Supernatural
921,2004-09-10,Comedy
3485,2004-09-10,Comedy
3485,2004-09-10, Sci-Fi
1524,2004-09-11,Drama
1524,2004-09-11, Fantasy
1524,2004-09-11, Slice of Life
1524,2004-09-11, Supernatural
35817,2004-09-20,Comedy
1109,2004-09-21,Drama
1109,2004-09-21, Mystery
1109,2004-09-21, Suspense
642,2004-09-23,Romance
642,2004-09-23, Ecchi
3556,2004-09-24,Hentai
428,2004-09-24,Adventure
428,2004-09-24, Comedy
428,2004-09-24, Drama
3105,2004-09-25,Hentai
2436,2004-09-25,Hentai
1874,2004-09-28,Comedy
1874,2004-09-28, Romance
1874,2004-09-28, Ecchi
8,2004-09-30,Adventure
8,2004-09-30, Fantasy
8,2004-09-30, Supernatural
932,2004-09-30,Comedy
932,2004-09-30, Sci-Fi
932,2004-09-30, Slice of Life
98,2004-10-01,Action
98,2004-10-01, Comedy
98,2004-10-01, Drama
98,2004-10-01, Fantasy
98,2004-10-01, Girls Love
98,2004-10-01, Romance
6137,2004-10-01,Unknown
13795,2004-10-01,Fantasy
510,2004-10-02,Comedy
510,2004-10-02, Drama
510,2004-10-02, Romance
143,2004-10-02,Drama
143,2004-10-02, Girls Love
143,2004-10-02, Romance
143,2004-10-02, Supernatural
29836,2004-10-02,Comedy
2109,2004-10-02,Action
2109,2004-10-02, Adventure
2109,2004-10-02, Sci-Fi
685,2004-10-02,Drama
685,2004-10-02, Romance
685,2004-10-02, Sci-Fi
685,2004-10-02, Slice of Life
42754,2004-10-02,Fantasy
278,2004-10-02,Action
278,2004-10-02, Comedy
278,2004-10-02, Sci-Fi
749,2004-10-02,Comedy
119,2004-10-03,Comedy
119,2004-10-03, Drama
119,2004-10-03, Romance
119,2004-10-03, Slice of Life
76,2004-10-03,Action
76,2004-10-03, Comedy
76,2004-10-03, Drama
688,2004-10-03,Drama
346,2004-10-03,Drama
346,2004-10-03, Romance
346,2004-10-03, Slice of Life
1746,2004-10-03,Adventure
1746,2004-10-03, Sci-Fi
1002,2004-10-03,Action
1002,2004-10-03, Comedy
1002,2004-10-03, Drama
1002,2004-10-03, Sci-Fi
10242,2004-10-03,Comedy
1711,2004-10-04,Adventure
1711,2004-10-04, Comedy
1711,2004-10-04, Romance
1711,2004-10-04, Sci-Fi
1711,2004-10-04, Ecchi
1167,2004-10-04,Action
1883,2004-10-04,Comedy
24,2004-10-05,Comedy
24,2004-10-05, Romance
343,2004-10-05,Comedy
343,2004-10-05, Fantasy
343,2004-10-05, Romance
269,2004-10-05,Action
269,2004-10-05, Adventure
269,2004-10-05, Fantasy
455,2004-10-05,Adventure
455,2004-10-05, Fantasy
455,2004-10-05, Mystery
455,2004-10-05, Romance
455,2004-10-05, Sci-Fi
455,2004-10-05, Suspense
125,2004-10-06,Comedy
125,2004-10-06, Romance
239,2004-10-06,Drama
239,2004-10-06, Mystery
239,2004-10-06, Sci-Fi
239,2004-10-06, Supernatural
239,2004-10-06, Suspense
173,2004-10-06,Comedy
173,2004-10-06, Drama
173,2004-10-06, Mystery
173,2004-10-06, Supernatural
23,2004-10-06,Action
23,2004-10-06, Sports
247,2004-10-06,Fantasy
247,2004-10-06, Supernatural
482,2004-10-06,Action
482,2004-10-06, Comedy
482,2004-10-06, Fantasy
25,2004-10-06,Action
25,2004-10-06, Adventure
25,2004-10-06, Comedy
25,2004-10-06, Sci-Fi
25,2004-10-06, Ecchi
57,2004-10-07,Comedy
57,2004-10-07, Drama
57,2004-10-07, Slice of Life
2140,2004-10-08,Hentai
29,2004-10-08,Action
29,2004-10-08, Drama
29,2004-10-08, Sci-Fi
64,2004-10-08,Action
64,2004-10-08, Comedy
64,2004-10-08, Drama
94,2004-10-09,Action
94,2004-10-09, Drama
94,2004-10-09, Romance
94,2004-10-09, Sci-Fi
2213,2004-10-11,Drama
240,2004-10-11,Comedy
240,2004-10-11, Slice of Life
28,2004-10-12,Comedy
28,2004-10-12, Gourmet
297,2004-10-14,Action
297,2004-10-14, Adventure
297,2004-10-14, Comedy
297,2004-10-14, Ecchi
8446,2004-10-14,Fantasy
4091,2004-10-17,Slice of Life
562,2004-10-20,Adventure
562,2004-10-20, Sci-Fi
3469,2004-10-22,Drama
3469,2004-10-22, Girls Love
3469,2004-10-22, Romance
3469,2004-10-22, Slice of Life
30143,2004-10-23,Action
30143,2004-10-23, Comedy
30143,2004-10-23, Sci-Fi
3531,2004-10-25,Hentai
600,2004-10-27,Boys Love
600,2004-10-27, Drama
600,2004-10-27, Supernatural
74,2004-10-30,Comedy
33791,2004-11-01,Comedy
25613,2004-11-03,Unknown
9528,2004-11-03,Adventure
9528,2004-11-03, Sci-Fi
336,2004-11-04,Fantasy
3532,2004-11-12,Hentai
627,2004-11-13,Comedy
627,2004-11-13, Drama
627,2004-11-13, Sports
431,2004-11-20,Adventure
431,2004-11-20, Drama
431,2004-11-20, Fantasy
431,2004-11-20, Romance
433,2004-11-20,Drama
433,2004-11-20, Romance
433,2004-11-20, Sci-Fi
1075,2004-11-24,Comedy
6524,2004-11-24,Adventure
391,2004-11-25,Adventure
391,2004-11-25, Fantasy
281,2004-11-25,Comedy
281,2004-11-25, Romance
5393,2004-11-25,Hentai
1360,2004-11-26,Hentai
3050,2004-11-26,Hentai
613,2004-11-30,Adventure
613,2004-11-30, Fantasy
613,2004-11-30, Supernatural
8966,2004-12-01,Adventure
8966,2004-12-01, Comedy
19311,2004-12-01,Adventure
37065,2004-12-01,Unknown
36355,2004-12-01,Unknown
884,2004-12-04,Action
884,2004-12-04, Fantasy
3287,2004-12-08,Sci-Fi
7512,2004-12-08,Fantasy
4689,2004-12-08,Unknown
2194,2004-12-10,Hentai
2027,2004-12-10,Comedy
2027,2004-12-10, Romance
12881,2004-12-12,Comedy
12881,2004-12-12, Drama
12881,2004-12-12, Romance
12881,2004-12-12, Sci-Fi
762,2004-12-18,Action
762,2004-12-18, Adventure
762,2004-12-18, Drama
762,2004-12-18, Fantasy
741,2004-12-20,Boys Love
741,2004-12-20, Comedy
741,2004-12-20, Drama
741,2004-12-20, Romance
741,2004-12-20, Hentai
30427,2004-12-22,Unknown
669,2004-12-22,Comedy
669,2004-12-22, Romance
30428,2004-12-22,Unknown
1955,2004-12-22,Comedy
1955,2004-12-22, Fantasy
1955,2004-12-22, Sci-Fi
10586,2004-12-22,Unknown
8109,2004-12-23,Adventure
8109,2004-12-23, Comedy
449,2004-12-23,Action
449,2004-12-23, Adventure
449,2004-12-23, Comedy
449,2004-12-23, Drama
449,2004-12-23, Fantasy
449,2004-12-23, Romance
449,2004-12-23, Supernatural
16988,2004-12-24,Comedy
16988,2004-12-24, Fantasy
2858,2004-12-24,Hentai
9486,2004-12-24,Hentai
2445,2004-12-25,Hentai
25809,2004-12-26,Comedy
39264,2004-12-28,Adventure
39264,2004-12-28, Drama
39264,2004-12-28, Romance
39264,2004-12-28, Supernatural
2325,2004-12-29,Adventure
2325,2004-12-29, Sci-Fi
2325,2004-12-29, Hentai
47983,2004-12-30,Action
51325,2005-01-01,Avant Garde
45976,2005-01-01,Unknown
9770,2005-01-01,Fantasy
38868,2005-01-01,Avant Garde
4099,2005-01-01,Fantasy
30403,2005-01-01,Comedy
31586,2005-01-01,Avant Garde
30968,2005-01-01,Sports
7569,2005-01-01,Comedy
45776,2005-01-01,Unknown
29780,2005-01-01,Avant Garde
41443,2005-01-01,Avant Garde
45371,2005-01-01,Fantasy
39127,2005-01-01,Unknown
26095,2005-01-01,Drama
38869,2005-01-01,Avant Garde
38870,2005-01-01,Avant Garde
8689,2005-01-01,Avant Garde
45583,2005-01-01,Avant Garde
22177,2005-01-01,Avant Garde
7423,2005-01-01,Fantasy
39348,2005-01-01,Unknown
44363,2005-01-01,Fantasy
30933,2005-01-01,Drama
30933,2005-01-01, Fantasy
39124,2005-01-01,Unknown
46055,2005-01-01,Unknown
45990,2005-01-01,Fantasy
39128,2005-01-01,Unknown
42996,2005-01-01,Comedy
2485,2005-01-01,Comedy
2485,2005-01-01, Fantasy
2485,2005-01-01, Romance
29365,2005-01-01,Drama
5880,2005-01-01,Comedy
12919,2005-01-01,Avant Garde
49366,2005-01-01,Fantasy
35024,2005-01-01,Drama
46046,2005-01-01,Comedy
46046,2005-01-01, Fantasy
28571,2005-01-01,Drama
45681,2005-01-01,Unknown
10375,2005-01-01,Drama
29743,2005-01-01,Slice of Life
12145,2005-01-01,Comedy
28843,2005-01-01,Avant Garde
28843,2005-01-01, Horror
39361,2005-01-01,Sci-Fi
9956,2005-01-01,Comedy
37420,2005-01-01,Fantasy
22791,2005-01-01,Drama
22791,2005-01-01, Slice of Life
22175,2005-01-01,Avant Garde
39123,2005-01-01,Adventure
39123,2005-01-01, Fantasy
40347,2005-01-01,Fantasy
40347,2005-01-01, Supernatural
39121,2005-01-01,Unknown
26105,2005-01-01,Drama
34721,2005-01-01,Action
29741,2005-01-01,Sci-Fi
29742,2005-01-01,Slice of Life
30761,2005-01-01,Fantasy
39125,2005-01-01,Unknown
24019,2005-01-01,Fantasy
35051,2005-01-01,Adventure
35051,2005-01-01, Fantasy
35051,2005-01-01, Supernatural
349,2005-01-01,Drama
349,2005-01-01, Fantasy
349,2005-01-01, Supernatural
4660,2005-01-01,Comedy
4660,2005-01-01, Fantasy
4660,2005-01-01, Slice of Life
45984,2005-01-01,Sports
2515,2005-01-01,Adventure
2515,2005-01-01, Comedy
2515,2005-01-01, Mystery
36764,2005-01-01,Unknown
6418,2005-01-01,Sports
23059,2005-01-01,Avant Garde
23059,2005-01-01, Horror
30394,2005-01-01,Slice of Life
39122,2005-01-01,Unknown
49603,2005-01-01,Avant Garde
26267,2005-01-01,Drama
38117,2005-01-01,Sci-Fi
20153,2005-01-01,Avant Garde
20153,2005-01-01, Comedy
44580,2005-01-01,Comedy
13501,2005-01-01,Comedy
43888,2005-01-01,Adventure
43888,2005-01-01, Mystery
43970,2005-01-01,Unknown
44502,2005-01-01,Comedy
29905,2005-01-01,Avant Garde
7471,2005-01-01,Adventure
7471,2005-01-01, Comedy
7471,2005-01-01, Mystery
39126,2005-01-01,Unknown
26333,2005-01-01,Drama
34189,2005-01-01,Fantasy
43348,2005-01-01,Unknown
30268,2005-01-01,Action
45374,2005-01-01,Adventure
46039,2005-01-01,Fantasy
26331,2005-01-01,Comedy
26331,2005-01-01, Drama
33874,2005-01-02,Comedy
2123,2005-01-03,Action
2123,2005-01-03, Adventure
2123,2005-01-03, Fantasy
2123,2005-01-03, Sci-Fi
342,2005-01-05,Drama
342,2005-01-05, Sci-Fi
2308,2005-01-05,Drama
2308,2005-01-05, Supernatural
2308,2005-01-05, Ecchi
141,2005-01-06,Sci-Fi
157,2005-01-06,Comedy
157,2005-01-06, Fantasy
157,2005-01-06, Romance
157,2005-01-06, Supernatural
157,2005-01-06, Ecchi
5889,2005-01-06,Action
5889,2005-01-06, Fantasy
184,2005-01-06,Action
184,2005-01-06, Sci-Fi
29843,2005-01-07,Comedy
8189,2005-01-07,Comedy
50,2005-01-07,Comedy
50,2005-01-07, Romance
50,2005-01-07, Supernatural
101,2005-01-07,Drama
101,2005-01-07, Romance
101,2005-01-07, Slice of Life
101,2005-01-07, Supernatural
325,2005-01-08,Drama
325,2005-01-08, Romance
325,2005-01-08, Slice of Life
4049,2005-01-08,Adventure
4049,2005-01-08, Comedy
4049,2005-01-08, Fantasy
928,2005-01-08,Adventure
928,2005-01-08, Sci-Fi
1532,2005-01-09,Boys Love
1532,2005-01-09, Comedy
1532,2005-01-09, Drama
1532,2005-01-09, Romance
1532,2005-01-09, Slice of Life
31696,2005-01-09,Slice of Life
364,2005-01-09,Mystery
4667,2005-01-10,Adventure
4667,2005-01-10, Fantasy
519,2005-01-10,Comedy
519,2005-01-10, Drama
519,2005-01-10, Romance
354,2005-01-10,Comedy
354,2005-01-10, Sci-Fi
354,2005-01-10, Ecchi
16776,2005-01-15,Drama
485,2005-01-17,Comedy
485,2005-01-17, Slice of Life
2896,2005-01-25,Hentai
487,2005-01-27,Comedy
487,2005-01-27, Fantasy
487,2005-01-27, Romance
487,2005-01-27, Ecchi
3157,2005-01-28,Action
3157,2005-01-28, Comedy
3157,2005-01-28, Fantasy
3157,2005-01-28, Romance
3157,2005-01-28, Ecchi
4361,2005-01-28,Comedy
4361,2005-01-28, Ecchi
673,2005-01-28,Comedy
814,2005-01-29,Comedy
814,2005-01-29, Sports
989,2005-01-29,Unknown
815,2005-01-29,Sports
960,2005-01-30,Adventure
960,2005-01-30, Drama
960,2005-01-30, Romance
30409,2005-01-31,Fantasy
5842,2005-02-01,Comedy
39146,2005-02-03,Unknown
22393,2005-02-04,Fantasy
406,2005-02-05,Sports
713,2005-02-05,Drama
713,2005-02-05, Romance
713,2005-02-05, Supernatural
1929,2005-02-06,Action
1929,2005-02-06, Comedy
1929,2005-02-06, Fantasy
44358,2005-02-06,Adventure
1196,2005-02-07,Comedy
44350,2005-02-09,Fantasy
3976,2005-02-11,Drama
3976,2005-02-11, Romance
3976,2005-02-11, Hentai
2707,2005-02-13,Adventure
1223,2005-02-14,Unknown
1379,2005-02-19,Adventure
1379,2005-02-19, Drama
1379,2005-02-19, Fantasy
402,2005-02-20,Adventure
402,2005-02-20, Comedy
402,2005-02-20, Fantasy
1515,2005-02-24,Comedy
1515,2005-02-24, Sci-Fi
2945,2005-02-25,Hentai
3728,2005-02-25,Hentai
358,2005-02-25,Drama
358,2005-02-25, Romance
358,2005-02-25, Sci-Fi
9967,2005-02-25,Unknown
3403,2005-02-25,Hentai
756,2005-02-25,Drama
756,2005-02-25, Romance
20797,2005-03-01,Slice of Life
464,2005-03-05,Action
464,2005-03-05, Adventure
464,2005-03-05, Drama
464,2005-03-05, Fantasy
423,2005-03-05,Comedy
423,2005-03-05, Sci-Fi
1933,2005-03-10,Action
2136,2005-03-10,Hentai
2111,2005-03-12,Action
2111,2005-03-12, Adventure
3669,2005-03-12,Adventure
3669,2005-03-12, Fantasy
30138,2005-03-13,Comedy
357,2005-03-13,Comedy
357,2005-03-13, Ecchi
1817,2005-03-16,Comedy
1817,2005-03-16, Romance
1817,2005-03-16, Sci-Fi
1817,2005-03-16, Ecchi
448,2005-03-16,Adventure
448,2005-03-16, Drama
448,2005-03-16, Romance
448,2005-03-16, Supernatural
11019,2005-03-18,Adventure
11019,2005-03-18, Comedy
11019,2005-03-18, Fantasy
17693,2005-03-19,Unknown
12993,2005-03-19,Unknown
664,2005-03-19,Adventure
664,2005-03-19, Comedy
664,2005-03-19, Drama
664,2005-03-19, Fantasy
14023,2005-03-19,Unknown
38078,2005-03-19,Sci-Fi
4012,2005-03-20,Action
40299,2005-03-21,Unknown
4103,2005-03-23,Unknown
29733,2005-03-25,Adventure
2396,2005-03-25,Hentai
389,2005-03-25,Action
389,2005-03-25, Fantasy
389,2005-03-25, Sci-Fi
4475,2005-03-25,Drama
33875,2005-03-27,Comedy
760,2005-03-30,Adventure
760,2005-03-30, Drama
760,2005-03-30, Romance
760,2005-03-30, Supernatural
747,2005-03-31,Boys Love
747,2005-03-31, Drama
747,2005-03-31, Erotica
1003,2005-04-01,Comedy
1003,2005-04-01, Romance
1003,2005-04-01, Supernatural
22709,2005-04-01,Comedy
30961,2005-04-01,Slice of Life
42749,2005-04-01,Unknown
36032,2005-04-01,Drama
36032,2005-04-01, Romance
36032,2005-04-01, Supernatural
40600,2005-04-01,Unknown
505,2005-04-02,Comedy
38322,2005-04-02,Unknown
668,2005-04-02,Comedy
668,2005-04-02, Romance
2523,2005-04-03,Adventure
2523,2005-04-03, Drama
2523,2005-04-03, Fantasy
2523,2005-04-03, Romance
2523,2005-04-03, Supernatural
345,2005-04-03,Drama
345,2005-04-03, Romance
345,2005-04-03, Slice of Life
738,2005-04-03,Action
738,2005-04-03, Adventure
738,2005-04-03, Comedy
738,2005-04-03, Fantasy
2489,2005-04-03,Comedy
2489,2005-04-03, Fantasy
479,2005-04-04,Action
479,2005-04-04, Adventure
479,2005-04-04, Comedy
479,2005-04-04, Drama
479,2005-04-04, Supernatural
3724,2005-04-04,Unknown
706,2005-04-04,Comedy
706,2005-04-04, Drama
7511,2005-04-05,Fantasy
1250,2005-04-05,Adventure
1250,2005-04-05, Comedy
1250,2005-04-05, Fantasy
1250,2005-04-05, Romance
478,2005-04-05,Action
478,2005-04-05, Romance
478,2005-04-05, Sci-Fi
478,2005-04-05, Supernatural
15,2005-04-06,Sports
1974,2005-04-06,Drama
248,2005-04-06,Comedy
248,2005-04-06, Romance
248,2005-04-06, Ecchi
4050,2005-04-06,Fantasy
456,2005-04-07,Comedy
456,2005-04-07, Slice of Life
126,2005-04-07,Comedy
126,2005-04-07, Drama
126,2005-04-07, Romance
149,2005-04-07,Action
149,2005-04-07, Boys Love
149,2005-04-07, Drama
149,2005-04-07, Fantasy
149,2005-04-07, Mystery
149,2005-04-07, Romance
149,2005-04-07, Supernatural
1779,2005-04-08,Hentai
2539,2005-04-08,Hentai
412,2005-04-08,Comedy
